date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:07:38	9205/9205	---M--	200	added ('OK')	image/png	etag:%2223f5-4fb1dbd561000%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/djmenu-dropdown.png	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/images/djmenu-dropdown.png	(from https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/djmenu.css)
13:07:39	2874/2874	---M--	200	added ('OK')	text/css	etag:%22b3a-5129180527a00%22	https://mallicklab.stanford.edu/media/djmediatools/css/galleryGrid_a8f97356fe48e35cd027da2cad466e8d.css	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/css/galleryGrid_a8f97356fe48e35cd027da2cad466e8d.css	(from https://mallicklab.stanford.edu/peeps)
13:07:40	8631/8631	---M--	200	added ('OK')	application/javascript	etag:%2221b7-5124d9e1c7480%22	https://mallicklab.stanford.edu/components/com_djmediatools/layouts/galleryGrid/js/galleryGrid.js	flattened/mallick/mallicklab.stanford.edu/components/com_djmediatools/layouts/galleryGrid/js/galleryGrid.js	(from https://mallicklab.stanford.edu/peeps)
13:07:42	33933/33933	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:07:46%20GMT	https://mallicklab.stanford.edu/peeps?tmpl=component&print=1	flattened/mallick/mallicklab.stanford.edu/peeps87e8.html	(from https://mallicklab.stanford.edu/peeps)
13:07:43	17418/17418	---M--	200	added ('OK')	image/jpeg	etag:%22440a-4d9590597e500%22	https://mallicklab.stanford.edu/images/figs/parag_la_bridge.jpg	flattened/mallick/mallicklab.stanford.edu/images/figs/parag_la_bridge.jpg	(from https://mallicklab.stanford.edu/peeps)
13:07:45	5712/5712	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:07:47%20GMT	https://mallicklab.stanford.edu/component/mailto/?tmpl=component&template=jm-exclusive-furniture&link=0eaaa69fa12b96a991415e50f8a5b1c8848ce862	flattened/mallick/mallicklab.stanford.edu/component/mailto/indexef00.html	(from https://mallicklab.stanford.edu/peeps)
13:07:45	16252/16252	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:07:49%20GMT	http://mallicklab.stanford.edu/index.php?option=com_content&view=article&id=97	flattened/mallick/mallicklab.stanford.edu/indexa699.html	(from https://mallicklab.stanford.edu/peeps)
13:07:45	22137/22137	---M--	200	added ('OK')	image/jpeg	etag:%225679-50a0ff31b67c0%22	https://mallicklab.stanford.edu/images/figs/2014_adusumilli_ravali.jpg	flattened/mallick/mallicklab.stanford.edu/images/figs/2014_adusumilli_ravali.jpg	(from https://mallicklab.stanford.edu/peeps)
13:07:47	167391/167391	---M--	200	added ('OK')	image/jpeg	etag:%2228ddf-53996e62ade40%22	https://mallicklab.stanford.edu/images/figs/2016_Anderson_Jamie_web.jpg	flattened/mallick/mallicklab.stanford.edu/images/figs/2016_Anderson_Jamie_web.jpg	(from https://mallicklab.stanford.edu/peeps)
13:07:47	39838/39838	---M--	200	added ('OK')	image/jpeg	etag:%229b9e-515d2ed4b3e00%22	https://mallicklab.stanford.edu/images/figs/2015_Atallah_Michelle_web.jpg	flattened/mallick/mallicklab.stanford.edu/images/figs/2015_Atallah_Michelle_web.jpg	(from https://mallicklab.stanford.edu/peeps)
13:07:49	482772/482772	---M--	200	added ('OK')	image/jpeg	etag:%2275dd4-539967b88e500%22	https://mallicklab.stanford.edu/images/figs/2016_Hunter_Boyce.jpg	flattened/mallick/mallicklab.stanford.edu/images/figs/2016_Hunter_Boyce.jpg	(from https://mallicklab.stanford.edu/peeps)
13:07:50	129263/129263	---M--	200	added ('OK')	image/jpeg	etag:%221f8ef-515d2ef150180%22	https://mallicklab.stanford.edu/images/figs/MichelleLabPhoto.jpg	flattened/mallick/mallicklab.stanford.edu/images/figs/MichelleLabPhoto.jpg	(from https://mallicklab.stanford.edu/peeps)
13:07:50	87528/87528	---M--	200	added ('OK')	image/jpeg	etag:%22155e8-541ca4f593980%22	https://mallicklab.stanford.edu/images/figs/2016_Machiraju_Gautam.jpg	flattened/mallick/mallicklab.stanford.edu/images/figs/2016_Machiraju_Gautam.jpg	(from https://mallicklab.stanford.edu/peeps)
13:07:51	13782/13782	---M--	200	added ('OK')	image/png	etag:%2235d6-4d921a9289580%22	https://mallicklab.stanford.edu/images/figs/2012_Sharma_Seema.png	flattened/mallick/mallicklab.stanford.edu/images/figs/2012_Sharma_Seema.png	(from https://mallicklab.stanford.edu/peeps)
13:07:52	65455/65455	---M--	200	added ('OK')	image/jpeg	etag:%22ffaf-563b79dbb0e00%22	https://mallicklab.stanford.edu/images/2017_Sylman_Joanna_web.jpg	flattened/mallick/mallicklab.stanford.edu/images/2017_Sylman_Joanna_web.jpg	(from https://mallicklab.stanford.edu/peeps)
13:07:53	49/49	---M--	200	added ('OK')	image/gif	etag:%2231-5124d9deeadc0%22	https://mallicklab.stanford.edu/components/com_djmediatools/assets/images/blank.gif	flattened/mallick/mallicklab.stanford.edu/components/com_djmediatools/assets/images/blank.gif	(from https://mallicklab.stanford.edu/peeps)
13:07:54	8423/8423	---M--	200	added ('OK')	image/jpeg	etag:%2220e7-51286f1129dc0%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-abbani_mohamad.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-abbani_mohamad.jpg	(from https://mallicklab.stanford.edu/peeps)
13:07:55	8595/8595	---M--	200	added ('OK')	image/jpeg	etag:%222193-51286f1129dc0%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-amodei.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-amodei.jpg	(from https://mallicklab.stanford.edu/peeps)
13:07:56	8423/8423	---M--	200	added ('OK')	image/jpeg	etag:%2220e7-51286f1129dc0%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-behrens_christopher.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-behrens_christopher.jpg	(from https://mallicklab.stanford.edu/peeps)
13:07:57	9844/9844	---M--	200	added ('OK')	image/jpeg	etag:%222674-51286f1129dc0%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-burke_rob.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-burke_rob.jpg	(from https://mallicklab.stanford.edu/peeps)
13:07:58	16097/16097	---M--	200	added ('OK')	image/jpeg	etag:%223ee1-51286f1129dc0%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-chandra_fiona.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-chandra_fiona.jpg	(from https://mallicklab.stanford.edu/peeps)
13:07:59	75668/75668	---M--	200	added ('OK')	image/png	etag:%2212794-51286f1129dc0%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-egertson_jarrett.png	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-egertson_jarrett.png	(from https://mallicklab.stanford.edu/peeps)
13:08:00	13000/13000	---M--	200	added ('OK')	image/jpeg	etag:%2232c8-51286f1312240%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-flinders_colin.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-flinders_colin.jpg	(from https://mallicklab.stanford.edu/peeps)
13:08:01	10388/10388	---M--	200	added ('OK')	image/jpeg	etag:%222894-51286f1312240%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-grothe_rob.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-grothe_rob.jpg	(from https://mallicklab.stanford.edu/peeps)
13:08:02	13778/13778	---M--	200	added ('OK')	image/jpeg	etag:%2235d2-51286f1312240%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-hoff_kate.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-hoff_kate.jpg	(from https://mallicklab.stanford.edu/peeps)
13:08:03	9270/9270	---M--	200	added ('OK')	image/jpeg	etag:%222436-51286f1312240%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-janis_mike.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-janis_mike.jpg	(from https://mallicklab.stanford.edu/peeps)
13:08:04	70936/70936	---M--	200	added ('OK')	image/png	etag:%2211518-51286f1312240%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-kani_kian.png	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-kani_kian.png	(from https://mallicklab.stanford.edu/peeps)
13:08:05	16635/16635	---M--	200	added ('OK')	image/gif	etag:%2240fb-51286f1406480%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-kermitthefrog.gif	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-kermitthefrog.gif	(from https://mallicklab.stanford.edu/peeps)
13:08:06	7997/7997	---M--	200	added ('OK')	image/jpeg	etag:%221f3d-51286f1406480%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-kessner_darren.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-kessner_darren.jpg	(from https://mallicklab.stanford.edu/peeps)
13:08:07	13509/13509	---M--	200	added ('OK')	image/jpeg	etag:%2234c5-51286f14fa6c0%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-luethy_roland.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-luethy_roland.jpg	(from https://mallicklab.stanford.edu/peeps)
13:08:08	8695/8695	---M--	200	added ('OK')	image/jpeg	etag:%2221f7-51286f14fa6c0%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-moin_emily.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-moin_emily.jpg	(from https://mallicklab.stanford.edu/peeps)
13:08:09	9799/9799	---M--	200	added ('OK')	image/jpeg	etag:%222647-51286f14fa6c0%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-mumenthaler_shannon.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-mumenthaler_shannon.jpg	(from https://mallicklab.stanford.edu/peeps)
13:08:10	10284/10284	---M--	200	added ('OK')	image/jpeg	etag:%22282c-51286f16e2b40%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-peeps_compressed.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-peeps_compressed.jpg	(from https://mallicklab.stanford.edu/peeps)
13:08:11	11111/11111	---M--	200	added ('OK')	image/jpeg	etag:%222b67-51286f16e2b40%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-vogelsang_maryann.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-vogelsang_maryann.jpg	(from https://mallicklab.stanford.edu/peeps)
13:08:12	9568/9568	---M--	200	added ('OK')	image/jpeg	etag:%222560-51286f16e2b40%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-wood_damien.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-wood_damien.jpg	(from https://mallicklab.stanford.edu/peeps)
13:08:13	9205/9205	---M--	200	added ('OK')	image/jpeg	etag:%2223f5-51286f16e2b40%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-yung_godwin.jpg	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-yung_godwin.jpg	(from https://mallicklab.stanford.edu/peeps)
13:08:14	85339/85339	---M--	200	added ('OK')	image/png	etag:%2214d5b-571ed95be0740%22	https://mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-jcarden.png	flattened/mallick/mallicklab.stanford.edu/media/djmediatools/cache/7-alumni/175x220-crop-90-jcarden.png	(from https://mallicklab.stanford.edu/peeps)
13:08:16	14401/14401	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:08:20%20GMT	https://mallicklab.stanford.edu/research?tmpl=component&print=1	flattened/mallick/mallicklab.stanford.edu/research87e8.html	(from https://mallicklab.stanford.edu/research)
13:08:18	432963/432963	---M--	200	added ('OK')	image/png	etag:%2269b43-4d83a17181680%22	https://mallicklab.stanford.edu/images/figs/IntegratedOmics.png	flattened/mallick/mallicklab.stanford.edu/images/figs/IntegratedOmics.png	(from https://mallicklab.stanford.edu/research)
13:08:18	5582/5582	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:08:21%20GMT	https://mallicklab.stanford.edu/component/mailto/?tmpl=component&template=jm-exclusive-furniture&link=c773bd04c23feb3ed96706b0db0b9a4ba9f054ed	flattened/mallick/mallicklab.stanford.edu/component/mailto/index35cf.html	(from https://mallicklab.stanford.edu/research)
13:08:19	734318/734318	---M--	200	added ('OK')	image/png	etag:%22b346e-4d8b2a8771f40%22	https://mallicklab.stanford.edu/images/figs/BiomarkerModeling.png	flattened/mallick/mallicklab.stanford.edu/images/figs/BiomarkerModeling.png	(from https://mallicklab.stanford.edu/research)
13:08:19	181823/181823	---M--	200	added ('OK')	image/png	etag:%222c63f-4d8b363dcc140%22	https://mallicklab.stanford.edu/images/figs/ProteomicsOverview.png	flattened/mallick/mallicklab.stanford.edu/images/figs/ProteomicsOverview.png	(from https://mallicklab.stanford.edu/research)
13:08:20	16125/16125	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:08:24%20GMT	https://mallicklab.stanford.edu/bio	flattened/mallick/mallicklab.stanford.edu/bio.html	(from https://mallicklab.stanford.edu/research)
13:08:22	9198/9198	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:08:25%20GMT	https://mallicklab.stanford.edu/faq?tmpl=component&print=1	flattened/mallick/mallicklab.stanford.edu/faq87e8.html	(from https://mallicklab.stanford.edu/faq)
13:08:22	83685/83685	---M--	200	added ('OK')	image/jpeg	etag:%22146e5-4d95984130b80%22	https://mallicklab.stanford.edu/images/figs/circusProfessor_compressed.jpg	flattened/mallick/mallicklab.stanford.edu/images/figs/circusProfessor_compressed.jpg	(from https://mallicklab.stanford.edu/faq)
13:08:23	5582/5582	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:08:27%20GMT	https://mallicklab.stanford.edu/component/mailto/?tmpl=component&template=jm-exclusive-furniture&link=e82a2fe3dcbe8b82e80f6bc9a364a9df0fb3a110	flattened/mallick/mallicklab.stanford.edu/component/mailto/index2dca.html	(from https://mallicklab.stanford.edu/faq)
13:08:23	94365/94365	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:08:27%20GMT	https://mallicklab.stanford.edu/pubs?tmpl=component&print=1	flattened/mallick/mallicklab.stanford.edu/pubs87e8.html	(from https://mallicklab.stanford.edu/pubs)
13:08:25	5582/5582	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:08:29%20GMT	https://mallicklab.stanford.edu/component/mailto/?tmpl=component&template=jm-exclusive-furniture&link=03bf3efc1c09cf797b55b31f2368ef3a94c7fea1	flattened/mallick/mallicklab.stanford.edu/component/mailto/index8c1d.html	(from https://mallicklab.stanford.edu/pubs)
13:08:26	78310/78310	---M--	200	added ('OK')	image/png	etag:%22131e6-540f413169c00%22	https://mallicklab.stanford.edu/images/pwiz_purple.png	flattened/mallick/mallicklab.stanford.edu/images/pwiz_purple.png	(from https://mallicklab.stanford.edu/resources)
13:08:26	6375/6375	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:08:29%20GMT	https://mallicklab.stanford.edu/resources?tmpl=component&print=1	flattened/mallick/mallicklab.stanford.edu/resources87e8.html	(from https://mallicklab.stanford.edu/resources)
13:08:38	5582/5582	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:08:42%20GMT	https://mallicklab.stanford.edu/component/mailto/?tmpl=component&template=jm-exclusive-furniture&link=fdb9e08d34ca0dc4592606397b1967f9f4af14fa	flattened/mallick/mallicklab.stanford.edu/component/mailto/index0011.html	(from https://mallicklab.stanford.edu/resources)
13:08:38	6718/6718	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:08:42%20GMT	https://mallicklab.stanford.edu/funding?tmpl=component&print=1	flattened/mallick/mallicklab.stanford.edu/funding87e8.html	(from https://mallicklab.stanford.edu/funding)
13:08:38	4825/4825	---M--	200	added ('OK')	image/gif	etag:%2212d9-5124d9e1c7480%22	https://mallicklab.stanford.edu/components/com_djmediatools/layouts/galleryGrid/images/loading.gif	flattened/mallick/mallicklab.stanford.edu/components/com_djmediatools/layouts/galleryGrid/images/loading.gif	(from https://mallicklab.stanford.edu/media/djmediatools/css/galleryGrid_a8f97356fe48e35cd027da2cad466e8d.css)
13:08:39	2399/2399	---M--	200	added ('OK')	image/png	etag:%2295f-5124d9e1c7480%22	https://mallicklab.stanford.edu/components/com_djmediatools/layouts/galleryGrid/images/video.png	flattened/mallick/mallicklab.stanford.edu/components/com_djmediatools/layouts/galleryGrid/images/video.png	(from https://mallicklab.stanford.edu/media/djmediatools/css/galleryGrid_a8f97356fe48e35cd027da2cad466e8d.css)
13:08:40	106242/106242	---M--	200	added ('OK')	text/css	etag:%2219f02-5861c801ace80%22	https://mallicklab.stanford.edu/media/jui/css/bootstrap.min.css?812fcc30e103faf7dfd952dbf8702b35	flattened/mallick/mallicklab.stanford.edu/media/jui/css/bootstrap.min43ef.css	(from https://mallicklab.stanford.edu/component/mailto/?tmpl=component&template=jm-exclusive-furniture&link=0eaaa69fa12b96a991415e50f8a5b1c8848ce862)
13:08:41	5582/5582	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:08:43%20GMT	https://mallicklab.stanford.edu/component/mailto/?tmpl=component&template=jm-exclusive-furniture&link=fce372acfad19978015a436e453a3aae0d38f172	flattened/mallick/mallicklab.stanford.edu/component/mailto/index7b76.html	(from https://mallicklab.stanford.edu/funding)
13:08:41	16693/16693	---M--	200	added ('OK')	text/css	etag:%224135-5861c801ace80%22	https://mallicklab.stanford.edu/media/jui/css/bootstrap-responsive.min.css?812fcc30e103faf7dfd952dbf8702b35	flattened/mallick/mallicklab.stanford.edu/media/jui/css/bootstrap-responsive.min43ef.css	(from https://mallicklab.stanford.edu/component/mailto/?tmpl=component&template=jm-exclusive-furniture&link=0eaaa69fa12b96a991415e50f8a5b1c8848ce862)
13:08:42	9094/9094	---M--	200	added ('OK')	text/css	etag:%222386-5861c801ace80%22	https://mallicklab.stanford.edu/media/jui/css/bootstrap-extended.css?812fcc30e103faf7dfd952dbf8702b35	flattened/mallick/mallicklab.stanford.edu/media/jui/css/bootstrap-extended43ef.css	(from https://mallicklab.stanford.edu/component/mailto/?tmpl=component&template=jm-exclusive-furniture&link=0eaaa69fa12b96a991415e50f8a5b1c8848ce862)
13:08:43	462/462	---M--	200	added ('OK')	application/javascript	etag:%221ce-5861c801ace80%22	https://mallicklab.stanford.edu/media/system/js/keepalive.js?812fcc30e103faf7dfd952dbf8702b35	flattened/mallick/mallicklab.stanford.edu/media/system/js/keepalive43ef.js	(from https://mallicklab.stanford.edu/component/mailto/?tmpl=component&template=jm-exclusive-furniture&link=0eaaa69fa12b96a991415e50f8a5b1c8848ce862)
13:08:44	2730/2730	---M--	200	added ('OK')	text/css	etag:%22aaa-5861c801ace80%22	https://mallicklab.stanford.edu/templates/system/css/general.css	flattened/mallick/mallicklab.stanford.edu/templates/system/css/general.css	(from https://mallicklab.stanford.edu/component/mailto/?tmpl=component&template=jm-exclusive-furniture&link=0eaaa69fa12b96a991415e50f8a5b1c8848ce862)
13:08:45	611/611	---M--	200	added ('OK')	text/css	etag:%22263-4fb1dbd190700%22	https://mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/print.css	flattened/mallick/mallicklab.stanford.edu/templates/jm-exclusive-furniture/css/print.css	(from https://mallicklab.stanford.edu/component/mailto/?tmpl=component&template=jm-exclusive-furniture&link=0eaaa69fa12b96a991415e50f8a5b1c8848ce862)
13:08:46	845/845	---M--	200	added ('OK')	text/plain	etag:%2234d-5120ce8d90ec0%22	http://mallicklab.stanford.edu/robots.txt		(from https://mallicklab.stanford.edu/peeps)
13:08:48	5349/5349	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:08:52%20GMT	http://mallicklab.stanford.edu/bio?tmpl=component&print=1	flattened/mallick/mallicklab.stanford.edu/bio87e8.html	(from http://mallicklab.stanford.edu/index.php?option=com_content&view=article&id=97)
13:08:51	12600/12600	---M--	200	added ('OK')	image/png	etag:%223138-5861c801ace80%22	https://mallicklab.stanford.edu/media/jui/img/glyphicons-halflings.png	flattened/mallick/mallicklab.stanford.edu/media/jui/img/glyphicons-halflings.png	(from https://mallicklab.stanford.edu/media/jui/css/bootstrap.min.css?812fcc30e103faf7dfd952dbf8702b35)
13:08:52	5579/5579	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:08:53%20GMT	http://mallicklab.stanford.edu/component/mailto/?tmpl=component&template=jm-exclusive-furniture&link=a837ba0d63f8b4b86dd020fa9d0e844ddc6ec551	flattened/mallick/mallicklab.stanford.edu/component/mailto/index801f.html	(from http://mallicklab.stanford.edu/index.php?option=com_content&view=article&id=97)
13:08:54	8743/8743	---M--	200	added ('OK')	image/png	etag:%222227-5861c801ace80%22	https://mallicklab.stanford.edu/media/jui/img/glyphicons-halflings-white.png	flattened/mallick/mallicklab.stanford.edu/media/jui/img/glyphicons-halflings-white.png	(from https://mallicklab.stanford.edu/media/jui/css/bootstrap.min.css?812fcc30e103faf7dfd952dbf8702b35)
13:08:58	175/175	---M--	200	added ('OK')	image/png	etag:%22af-5861c801ace80%22	https://mallicklab.stanford.edu/templates/system/images/j_button2_left.png	flattened/mallick/mallicklab.stanford.edu/templates/system/images/j_button2_left.png	(from https://mallicklab.stanford.edu/templates/system/css/general.css)
13:09:00	5582/5582	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Jun%202026%2019:08:54%20GMT	https://mallicklab.stanford.edu/component/mailto/?tmpl=component&template=jm-exclusive-furniture&link=523c67c4596eebbe1ee6cd543ee20e5acdae5add	flattened/mallick/mallicklab.stanford.edu/component/mailto/indexc3f4.html	(from https://mallicklab.stanford.edu/bio)
13:09:02	184/184	---M--	200	added ('OK')	image/png	etag:%22b8-5861c801ace80%22	https://mallicklab.stanford.edu/templates/system/images/j_button2_right.png	flattened/mallick/mallicklab.stanford.edu/templates/system/images/j_button2_right.png	(from https://mallicklab.stanford.edu/templates/system/css/general.css)
13:09:06	642/642	---M--	200	added ('OK')	image/png	etag:%22282-5861c801ace80%22	https://mallicklab.stanford.edu/templates/system/images/j_button2_image.png	flattened/mallick/mallicklab.stanford.edu/templates/system/images/j_button2_image.png	(from https://mallicklab.stanford.edu/templates/system/css/general.css)
13:09:10	514/514	---M--	200	added ('OK')	image/png	etag:%22202-5861c801ace80%22	https://mallicklab.stanford.edu/templates/system/images/j_button2_readmore.png	flattened/mallick/mallicklab.stanford.edu/templates/system/images/j_button2_readmore.png	(from https://mallicklab.stanford.edu/templates/system/css/general.css)
13:09:12	309968/309968	---M--	200	added ('OK')	image/jpeg	etag:%224bad0-586e860f8b540%22	http://mallicklab.stanford.edu/images/_Mallick_Headshot_highRes.jpg	flattened/mallick/mallicklab.stanford.edu/images/_Mallick_Headshot_highRes.jpg	(from http://mallicklab.stanford.edu/index.php?option=com_content&view=article&id=97)
13:09:12	440/440	---M--	200	added ('OK')	image/png	etag:%221b8-5861c801ace80%22	https://mallicklab.stanford.edu/templates/system/images/j_button2_pagebreak.png	flattened/mallick/mallicklab.stanford.edu/templates/system/images/j_button2_pagebreak.png	(from https://mallicklab.stanford.edu/templates/system/css/general.css)
13:09:12	169/169	---M--	200	added ('OK')	image/png	etag:%22a9-5861c801ace80%22	https://mallicklab.stanford.edu/templates/system/images/j_button2_blank.png	flattened/mallick/mallicklab.stanford.edu/templates/system/images/j_button2_blank.png	(from https://mallicklab.stanford.edu/templates/system/css/general.css)
13:09:13	197/197	---M--	200	added ('OK')	image/png	etag:%22c5-5861c801ace80%22	https://mallicklab.stanford.edu/templates/system/images/selector-arrow.png	flattened/mallick/mallicklab.stanford.edu/templates/system/images/selector-arrow.png	(from https://mallicklab.stanford.edu/templates/system/css/general.css)
13:09:14	592/592	---M--	200	added ('OK')	image/png	etag:%22250-5861c801ace80%22	https://mallicklab.stanford.edu/templates/system/images/calendar.png	flattened/mallick/mallicklab.stanford.edu/templates/system/images/calendar.png	(from https://mallicklab.stanford.edu/templates/system/css/general.css)
